Table Code,State Code,District Code,Area Name,Total/ Rural/ Urban,Age group,Main Workers - Persons,Main Workers - Males,Main Workers - Females,Industrial Category - A - Cultivators - Persons,Industrial Category - A - Cultivators - Males,Industrial Category - A - Cultivators - Females,Industrial Category - A - Agricultural labourers - Persons,Industrial Category - A - Agricultural labourers - Males,Industrial Category - A - Agricultural labourers - Females,"Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Persons","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Males","Industrial Category - A - Plantation, Livestock, Forestry, Fishing, Hunting and allied activities - Females",Industrial Category - B - Persons,Industrial Category - B - Males,Industrial Category - B - Females,Industrial Category - C - HHI - Persons,Industrial Category - C - HHI - Males,Industrial Category - C - HHI - Females,Industrial Category - C - Non HHI - Persons,Industrial Category - C - Non HHI - Males,Industrial Category - C - Non HHI - Females,Industrial Category - D & E - Persons,Industrial Category - D & E - Males,Industrial Category - D & E - Females,Industrial Category - F - Persons,Industrial Category - F - Males,Industrial Category - F - Females,Industrial Category - G - HHI - Persons,Industrial Category - G - HHI - Males,Industrial Category - G - HHI - Females,Industrial Category - G - Non HHI - Persons,Industrial Category - G - Non HHI - Males,Industrial Category - G - Non HHI - Females,Industrial Category - H - Persons,Industrial Category - H - Males,Industrial Category - H - Females,Industrial Category - I - Persons,Industrial Category - I - Males,Industrial Category - I - Females,Industrial Category - J - HHI - Persons,Industrial Category - J - HHI - Males,Industrial Category - J - HHI - Females,Industrial Category - J - Non HHI - Persons,Industrial Category - J - Non HHI - Males,Industrial Category - J - Non HHI - Females,Industrial Category - K to M - Persons,Industrial Category - K to M - Males,Industrial Category - K to M - Females,Industrial Category - N to O - Persons,Industrial Category - N to O - Males,Industrial Category - N to O - Females,Industrial Category - P to Q - Persons,Industrial Category - P to Q - Males,Industrial Category - P to Q - Females,Industrial Category - R to U - HHI - Persons,Industrial Category - R to U - HHI - Males,Industrial Category - R to U - HHI - Females,Industrial Category - R to U - Non HHI - Persons,Industrial Category - R to U - Non HHI - Males,Industrial Category - R to U - Non HHI - Females
B0104,`33,`624,District - Theni,Rural,70-79,6437,3992,2445,1099,867,232,4390,2425,1965,86,78,8,6,6,0,134,114,20,134,96,38,0,0,0,28,20,8,0,0,0,148,114,34,6,6,0,32,24,8,0,0,0,0,0,0,18,18,0,24,22,2,20,12,8,66,36,30,246,154,92
B0104,`33,`624,District - Theni,Rural,80+,1115,680,435,210,166,44,763,422,341,10,8,2,6,6,0,30,22,8,16,12,4,0,0,0,8,6,2,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,0,2,18,12,6,40,24,16
B0104,`33,`624,District - Theni,Rural,Age not stated,243,143,100,28,19,9,147,68,79,0,0,0,0,0,0,6,6,0,14,8,6,2,2,0,6,6,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,8,6,0,0,0,14,14,0
B0104,`33,`624,District - Theni,Urban,Total,263584,181882,81702,10377,8214,2163,107679,62522,45157,7548,5272,2276,478,392,86,4890,2642,2248,23762,16708,7054,1094,1046,48,11230,9392,1838,0,0,0,28398,24978,3420,11446,11242,204,5494,4854,640,50,44,6,2092,1820,272,4900,4460,440,7970,7034,936,12698,4926,7772,2050,958,1092,21428,15378,6050
B0104,`33,`624,District - Theni,Urban,`5-9,533,332,201,5,2,3,44,22,22,6,6,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,464,296,168
B0104,`33,`624,District - Theni,Urban,`10-14,1151,632,519,29,18,11,320,172,148,20,8,12,0,0,0,14,2,12,90,38,52,0,0,0,26,20,6,0,0,0,48,40,8,36,36,0,6,6,0,0,0,0,0,0,0,0,0,0,6,6,0,20,0,20,14,8,6,522,278,244
B0104,`33,`624,District - Theni,Urban,15-19,7170,4497,2673,103,67,36,2941,1884,1057,112,82,30,8,6,2,64,4,60,1454,690,764,14,14,0,300,266,34,0,0,0,676,526,150,206,200,6,76,76,0,0,0,0,18,18,0,34,34,0,80,58,22,120,14,106,46,14,32,918,544,374
B0104,`33,`624,District - Theni,Urban,20-24,19687,14230,5457,343,245,98,7054,4483,2571,336,248,88,40,40,0,222,124,98,2304,1734,570,62,62,0,1060,978,82,0,0,0,2142,1896,246,1154,1120,34,286,278,8,0,0,0,438,332,106,342,242,100,512,454,58,1066,286,780,130,72,58,2196,1636,560
B0104,`33,`624,District - Theni,Urban,25-29,31853,22926,8927,677,518,159,11616,6864,4752,708,494,214,34,34,0,518,274,244,3626,2632,994,90,80,10,1712,1534,178,0,0,0,3030,2788,242,2022,1978,44,538,508,30,12,12,0,720,632,88,632,538,94,812,714,98,1752,738,1014,252,94,158,3102,2494,608
B0104,`33,`624,District - Theni,Urban,30-34,33480,23155,10325,921,735,186,12359,6940,5419,720,478,242,54,34,20,788,382,406,3492,2452,1040,134,130,4,1722,1494,228,0,0,0,3846,3462,384,1994,1970,24,670,610,60,8,8,0,334,292,42,658,586,72,874,798,76,1900,624,1276,296,132,164,2710,2028,682
B0104,`33,`624,District - Theni,Urban,35-39,37632,24740,12892,1096,832,264,15314,8214,7100,920,602,318,78,62,16,708,348,360,3668,2452,1216,200,184,16,1940,1520,420,0,0,0,4346,3788,558,1816,1784,32,708,590,118,18,12,6,132,112,20,734,684,50,1164,996,168,2208,852,1356,210,78,132,2372,1630,742
B0104,`33,`624,District - Theni,Urban,40-49,64827,44655,20172,2679,2076,603,26818,15545,11273,1918,1298,620,160,124,36,1238,672,566,4946,3630,1316,358,348,10,2678,2156,522,0,0,0,7026,6178,848,2740,2694,46,1702,1428,274,6,6,0,240,232,8,1314,1224,90,2518,2206,312,3760,1504,2256,498,216,282,4228,3118,1110
B0104,`33,`624,District - Theni,Urban,50-59,39973,28029,11944,2394,1914,480,17327,10197,7130,1752,1198,554,60,54,6,734,446,288,2578,1918,660,200,192,8,1190,922,268,0,0,0,4544,3948,596,1212,1198,14,1068,968,100,6,6,0,140,134,6,892,858,34,1610,1442,168,1546,686,860,332,220,112,2388,1728,660
B0104,`33,`624,District - Theni,Urban,60-69,20238,13817,6421,1449,1215,234,10465,6070,4395,762,626,136,42,38,4,452,300,152,1266,942,324,36,36,0,470,396,74,0,0,0,2060,1788,272,226,222,4,346,304,42,0,0,0,44,42,2,224,224,0,260,240,20,250,162,88,206,100,106,1680,1112,568
B0104,`33,`624,District - Theni,Urban,70-79,5867,4071,1796,555,487,68,2908,1818,1090,232,190,42,2,0,2,126,76,50,282,188,94,0,0,0,102,80,22,0,0,0,568,486,82,26,26,0,86,80,6,0,0,0,8,8,0,64,64,0,116,102,14,70,54,16,54,18,36,668,394,274
B0104,`33,`624,District - Theni,Urban,80+,1096,746,350,120,101,19,478,291,187,50,36,14,0,0,0,26,14,12,54,32,22,0,0,0,30,26,4,0,0,0,104,72,32,12,12,0,8,6,2,0,0,0,12,12,0,6,6,0,18,18,0,6,6,0,0,0,0,172,114,58
B0104,`33,`624,District - Theni,Urban,Age not stated,77,52,25,6,4,2,35,22,13,12,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2,2,2,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,2
B0104,`33,`625,District - Virudhunagar,Total,Total,851601,534289,317312,52361,32466,19895,168174,81946,86228,23432,16142,7290,2349,1974,375,25316,9672,15644,278317,150670,127647,2796,2528,268,58900,51949,6951,68,68,0,66994,58340,8654,29149,28308,841,16272,14165,2107,58,51,7,7459,6252,1207,11225,9692,1533,19994,16505,3489,32121,11932,20189,4416,1898,2518,52200,39731,12469
B0104,`33,`625,District - Virudhunagar,Total,`5-9,859,434,425,125,61,64,143,71,72,2,2,0,0,0,0,6,0,6,74,18,56,0,0,0,17,11,6,0,0,0,22,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,19,9,10,6,3,3,442,243,199
B0104,`33,`625,District - Virudhunagar,Total,`10-14,4892,2720,2172,268,162,106,680,354,326,129,103,26,0,0,0,92,34,58,2122,861,1261,0,0,0,318,288,30,0,0,0,381,326,55,29,29,0,36,31,5,0,0,0,17,15,2,26,26,0,16,13,3,37,15,22,38,21,17,703,442,261
B0104,`33,`625,District - Virudhunagar,Total,15-19,36518,20288,16230,1257,683,574,4808,2663,2145,555,454,101,39,39,0,917,248,669,18883,8518,10365,56,41,15,2790,2673,117,0,0,0,2694,2085,609,790,752,38,316,289,27,0,0,0,181,84,97,160,97,63,138,80,58,423,81,342,135,51,84,2376,1450,926
B0104,`33,`625,District - Virudhunagar,Total,20-24,79182,49997,29185,2725,1484,1241,11089,5652,5437,1298,986,312,120,105,15,1568,476,1092,31578,17052,14526,234,204,30,6763,6366,397,3,3,0,5737,4949,788,3599,3479,120,928,858,70,0,0,0,1706,1199,507,996,688,308,1198,926,272,2958,750,2208,260,68,192,6422,4752,1670
B0104,`33,`625,District - Virudhunagar,Total,25-29,112142,72752,39390,4439,2574,1865,17789,8696,9093,2218,1561,657,263,228,35,2903,929,1974,40053,22022,18031,367,347,20,9692,8939,753,0,0,0,8161,7283,878,5242,5149,93,1421,1284,137,9,6,3,2413,2099,314,1491,1209,282,2240,1789,451,4735,1894,2841,553,188,365,8153,6555,1598
B0104,`33,`625,District - Virudhunagar,Total,30-34,108467,68716,39751,4832,2894,1938,17946,8638,9308,2293,1507,786,293,245,48,3232,1069,2163,38730,20621,18109,390,365,25,8599,7694,905,15,15,0,9121,8003,1118,4931,4815,116,1735,1500,235,21,17,4,1089,987,102,1631,1398,233,2374,1868,506,4377,1797,2580,541,235,306,6317,5048,1269
B0104,`33,`625,District - Virudhunagar,Total,35-39,113629,68168,45461,5736,3274,2462,21528,9721,11807,3003,1879,1124,411,329,82,3386,1098,2288,39203,19927,19276,383,351,32,8428,7293,1135,3,3,0,8846,7568,1278,4727,4622,105,2217,1939,278,14,14,0,612,547,65,1452,1252,200,2572,2088,484,4715,1627,3088,595,227,368,5798,4409,1389
B0104,`33,`625,District - Virudhunagar,Total,40-49,195700,122875,72825,12815,7669,5146,40610,19407,21203,6329,4224,2105,707,587,120,5825,2304,3521,58993,32885,26108,848,761,87,13338,11486,1852,32,32,0,16215,14177,2038,6204,5993,211,5061,4361,700,5,5,0,756,691,65,2841,2529,312,5415,4428,987,8896,3269,5627,958,421,537,9852,7646,2206
B0104,`33,`625,District - Virudhunagar,Total,50-59,118323,76520,41803,10394,6737,3657,28385,13829,14556,4326,3023,1303,355,318,37,3850,1838,2012,29958,18141,11817,410,361,49,6026,4951,1075,6,6,0,9576,8492,1084,2936,2822,114,2907,2528,379,6,6,0,583,538,45,2082,1971,111,4324,3723,601,5155,1996,3159,753,411,342,6291,4829,1462
B0104,`33,`625,District - Virudhunagar,Total,60-69,61635,38271,23364,7038,4803,2235,19077,9498,9579,2375,1708,667,141,105,36,2567,1217,1350,14546,8175,6371,88,78,10,2297,1748,549,6,6,0,4685,4078,607,566,535,31,1360,1123,237,3,3,0,64,60,4,441,423,18,1201,1110,91,609,346,263,411,197,214,4160,3058,1102
B0104,`33,`625,District - Virudhunagar,Total,70-79,16970,11348,5622,2258,1764,494,5246,2932,2314,765,583,182,20,18,2,799,384,415,3527,2078,1449,14,14,0,505,395,110,0,0,0,1304,1139,165,90,82,8,250,211,39,0,0,0,18,18,0,75,75,0,441,417,24,150,112,38,148,64,84,1360,1062,298
B0104,`33,`625,District - Virudhunagar,Total,80+,2783,1902,881,435,339,96,779,447,332,135,108,27,0,0,0,153,63,90,509,300,209,3,3,0,103,90,13,3,3,0,220,195,25,30,27,3,33,33,0,0,0,0,12,12,0,12,6,6,57,57,0,17,9,8,18,12,6,264,198,66
B0104,`33,`625,District - Virudhunagar,Total,Age not stated,501,298,203,39,22,17,94,38,56,4,4,0,0,0,0,18,12,6,141,72,69,3,3,0,24,15,9,0,0,0,32,32,0,5,3,2,8,8,0,0,0,0,8,2,6,18,18,0,15,3,12,30,27,3,0,0,0,62,39,23
B0104,`33,`625,District - Virudhunagar,Rural,Total,444109,258033,186076,48321,29429,18892,139360,66878,72482,15546,10332,5214,1752,1466,286,7804,3046,4758,119792,58272,61520,1004,924,80,29206,25226,3980,36,36,0,20446,17378,3068,12866,12604,262,5428,4610,818,24,22,2,1832,1562,270,2616,2234,382,7254,5950,1304,11222,4118,7104,1932,864,1068,17668,13082,4586
B0104,`33,`625,District - Virudhunagar,Rural,`5-9,602,296,306,122,59,63,136,67,69,2,2,0,0,0,0,0,0,0,40,4,36,0,0,0,14,8,6,0,0,0,14,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,0,0,0,262,142,120
B0104,`33,`625,District - Virudhunagar,Rural,`10-14,3035,1669,1366,256,152,104,551,285,266,98,80,18,0,0,0,44,18,26,1136,402,734,0,0,0,214,196,18,0,0,0,210,186,24,18,18,0,2,2,0,0,0,0,12,12,0,20,20,0,0,0,0,12,6,6,8,6,2,454,286,168
B0104,`33,`625,District - Virudhunagar,Rural,15-19,21057,11270,9787,1175,625,550,4012,2199,1813,446,366,80,36,36,0,416,102,314,10166,4120,6046,20,14,6,1722,1646,76,0,0,0,898,762,136,468,456,12,180,158,22,0,0,0,34,20,14,30,18,12,60,26,34,196,38,158,58,18,40,1140,666,474
B0104,`33,`625,District - Virudhunagar,Rural,20-24,43716,26398,17318,2581,1389,1192,9411,4677,4734,934,692,242,86,80,6,676,228,448,16074,7948,8126,112,100,12,3904,3666,238,0,0,0,2264,2026,238,2014,1964,50,436,408,28,0,0,0,468,344,124,252,190,62,594,448,146,1206,326,880,100,32,68,2604,1880,724
B0104,`33,`625,District - Virudhunagar,Rural,25-29,59686,36444,23242,4170,2391,1779,15054,7245,7809,1604,1090,514,200,168,32,1084,364,720,18938,9546,9392,160,150,10,5330,4898,432,0,0,0,3024,2690,334,2506,2486,20,564,494,70,0,0,0,614,532,82,392,316,76,1118,872,246,1768,806,962,284,110,174,2876,2286,590
B0104,`33,`625,District - Virudhunagar,Rural,30-34,55333,32737,22596,4521,2673,1848,14962,7112,7850,1612,1020,592,222,182,40,1072,406,666,17144,8364,8780,162,156,6,4298,3738,560,12,12,0,2926,2526,400,2162,2122,40,614,498,116,10,8,2,220,198,22,476,396,80,1056,868,188,1424,646,778,274,130,144,2166,1682,484
B0104,`33,`625,District - Virudhunagar,Rural,35-39,57701,31933,25768,5324,2980,2344,17841,7921,9920,2044,1206,838,312,250,62,1110,338,772,16136,7418,8718,108,106,2,4204,3566,638,0,0,0,2784,2288,496,2116,2094,22,758,644,114,6,6,0,162,146,16,316,264,52,958,790,168,1514,510,1004,286,120,166,1722,1286,436
B0104,`33,`625,District - Virudhunagar,Rural,40-49,97543,55927,41616,11878,6960,4918,33421,15769,17652,4164,2694,1470,528,438,90,1640,672,968,22690,11334,11356,304,284,20,5840,4852,988,18,18,0,4390,3604,786,2366,2298,68,1638,1360,278,2,2,0,160,158,2,610,534,76,1724,1430,294,2768,982,1786,372,168,204,3030,2370,660
B0104,`33,`625,District - Virudhunagar,Rural,50-59,59913,34739,25174,9493,6052,3441,23248,11103,12145,2678,1800,878,272,246,26,932,476,456,10666,5762,4904,106,84,22,2422,1822,600,0,0,0,2412,2048,364,1036,1006,30,806,686,120,6,6,0,138,136,2,430,412,18,1228,1052,176,2048,654,1394,318,166,152,1674,1228,446
B0104,`33,`625,District - Virudhunagar,Rural,60-69,33952,19286,14666,6374,4282,2092,15692,7718,7974,1446,992,454,88,60,28,608,314,294,5148,2538,2610,26,24,2,972,630,342,6,6,0,1114,892,222,152,142,10,358,294,64,0,0,0,10,8,2,66,66,0,344,314,30,184,76,108,166,84,82,1198,846,352
B0104,`33,`625,District - Virudhunagar,Rural,70-79,9658,6122,3536,2007,1549,458,4301,2381,1920,446,332,114,8,6,2,188,102,86,1350,696,654,6,6,0,232,162,70,0,0,0,346,292,54,20,12,8,52,46,6,0,0,0,0,0,0,6,6,0,142,126,16,58,44,14,64,30,34,432,332,100
B0104,`33,`625,District - Virudhunagar,Rural,80+,1577,1027,550,385,297,88,656,372,284,68,54,14,0,0,0,22,14,8,202,100,102,0,0,0,42,36,6,0,0,0,46,38,8,6,6,0,12,12,0,0,0,0,6,6,0,6,0,6,24,24,0,8,0,8,2,0,2,92,68,24
B0104,`33,`625,District - Virudhunagar,Rural,Age not stated,336,185,151,35,20,15,75,29,46,4,4,0,0,0,0,12,12,0,102,40,62,0,0,0,12,6,6,0,0,0,18,18,0,2,0,2,8,8,0,0,0,0,8,2,6,12,12,0,6,0,6,24,24,0,0,0,0,18,10,8
B0104,`33,`625,District - Virudhunagar,Urban,Total,407492,276256,131236,4040,3037,1003,28814,15068,13746,7886,5810,2076,597,508,89,17512,6626,10886,158525,92398,66127,1792,1604,188,29694,26723,2971,32,32,0,46548,40962,5586,16283,15704,579,10844,9555,1289,34,29,5,5627,4690,937,8609,7458,1151,12740,10555,2185,20899,7814,13085,2484,1034,1450,34532,26649,7883
B0104,`33,`625,District - Virudhunagar,Urban,`5-9,257,138,119,3,2,1,7,4,3,0,0,0,0,0,0,6,0,6,34,14,20,0,0,0,3,3,0,0,0,0,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,3,4,6,3,3,180,101,79
B0104,`33,`625,District - Virudhunagar,Urban,`10-14,1857,1051,806,12,10,2,129,69,60,31,23,8,0,0,0,48,16,32,986,459,527,0,0,0,104,92,12,0,0,0,171,140,31,11,11,0,34,29,5,0,0,0,5,3,2,6,6,0,16,13,3,25,9,16,30,15,15,249,156,93
B0104,`33,`625,District - Virudhunagar,Urban,15-19,15461,9018,6443,82,58,24,796,464,332,109,88,21,3,3,0,501,146,355,8717,4398,4319,36,27,9,1068,1027,41,0,0,0,1796,1323,473,322,296,26,136,131,5,0,0,0,147,64,83,130,79,51,78,54,24,227,43,184,77,33,44,1236,784,452
B0104,`33,`625,District - Virudhunagar,Urban,20-24,35466,23599,11867,144,95,49,1678,975,703,364,294,70,34,25,9,892,248,644,15504,9104,6400,122,104,18,2859,2700,159,3,3,0,3473,2923,550,1585,1515,70,492,450,42,0,0,0,1238,855,383,744,498,246,604,478,126,1752,424,1328,160,36,124,3818,2872,946
B0104,`33,`625,District - Virudhunagar,Urban,25-29,52456,36308,16148,269,183,86,2735,1451,1284,614,471,143,63,60,3,1819,565,1254,21115,12476,8639,207,197,10,4362,4041,321,0,0,0,5137,4593,544,2736,2663,73,857,790,67,9,6,3,1799,1567,232,1099,893,206,1122,917,205,2967,1088,1879,269,78,191,5277,4269,1008
B0104,`33,`625,District - Virudhunagar,Urban,30-34,53134,35979,17155,311,221,90,2984,1526,1458,681,487,194,71,63,8,2160,663,1497,21586,12257,9329,228,209,19,4301,3956,345,3,3,0,6195,5477,718,2769,2693,76,1121,1002,119,11,9,2,869,789,80,1155,1002,153,1318,1000,318,2953,1151,1802,267,105,162,4151,3366,785
B0104,`33,`625,District - Virudhunagar,Urban,35-39,55928,36235,19693,412,294,118,3687,1800,1887,959,673,286,99,79,20,2276,760,1516,23067,12509,10558,275,245,30,4224,3727,497,3,3,0,6062,5280,782,2611,2528,83,1459,1295,164,8,8,0,450,401,49,1136,988,148,1614,1298,316,3201,1117,2084,309,107,202,4076,3123,953
B0104,`33,`625,District - Virudhunagar,Urban,40-49,98157,66948,31209,937,709,228,7189,3638,3551,2165,1530,635,179,149,30,4185,1632,2553,36303,21551,14752,544,477,67,7498,6634,864,14,14,0,11825,10573,1252,3838,3695,143,3423,3001,422,3,3,0,596,533,63,2231,1995,236,3691,2998,693,6128,2287,3841,586,253,333,6822,5276,1546
B0104,`33,`625,District - Virudhunagar,Urban,50-59,58410,41781,16629,901,685,216,5137,2726,2411,1648,1223,425,83,72,11,2918,1362,1556,19292,12379,6913,304,277,27,3604,3129,475,6,6,0,7164,6444,720,1900,1816,84,2101,1842,259,0,0,0,445,402,43,1652,1559,93,3096,2671,425,3107,1342,1765,435,245,190,4617,3601,1016
B0104,`33,`625,District - Virudhunagar,Urban,60-69,27683,18985,8698,664,521,143,3385,1780,1605,929,716,213,53,45,8,1959,903,1056,9398,5637,3761,62,54,8,1325,1118,207,0,0,0,3571,3186,385,414,393,21,1002,829,173,3,3,0,54,52,2,375,357,18,857,796,61,425,270,155,245,113,132,2962,2212,750
B0104,`33,`625,District - Virudhunagar,Urban,70-79,7312,5226,2086,251,215,36,945,551,394,319,251,68,12,12,0,611,282,329,2177,1382,795,8,8,0,273,233,40,0,0,0,958,847,111,70,70,0,198,165,33,0,0,0,18,18,0,69,69,0,299,291,8,92,68,24,84,34,50,928,730,198
B0104,`33,`625,District - Virudhunagar,Urban,80+,1206,875,331,50,42,8,123,75,48,67,54,13,0,0,0,131,49,82,307,200,107,3,3,0,61,54,7,3,3,0,174,157,17,24,21,3,21,21,0,0,0,0,6,6,0,6,6,0,33,33,0,9,9,0,16,12,4,172,130,42
B0104,`33,`625,District - Virudhunagar,Urban,Age not stated,165,113,52,4,2,2,19,9,10,0,0,0,0,0,0,6,0,6,39,32,7,3,3,0,12,9,3,0,0,0,14,14,0,3,3,0,0,0,0,0,0,0,0,0,0,6,6,0,9,3,6,6,3,3,0,0,0,44,29,15
B0104,`33,`626,District - Ramanathapuram,Total,Total,487407,334743,152664,149959,90038,59921,103592,56539,47053,43954,39722,4232,1192,572,620,14406,7540,6866,18970,14404,4566,1206,1140,66,21056,18460,2596,52,44,8,43944,40520,3424,14172,13852,320,10958,10098,860,42,36,6,1980,1798,182,3854,3494,360,9798,8198,1600,16226,6276,9950,4000,1878,2122,28046,20134,7912
B0104,`33,`626,District - Ramanathapuram,Total,`5-9,883,481,402,293,175,118,134,58,76,34,34,0,0,0,0,16,2,14,8,0,8,6,6,0,22,20,2,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,24,22,316,154,162
B0104,`33,`626,District - Ramanathapuram,Total,`10-14,2276,1487,789,620,340,280,404,237,167,268,268,0,18,2,16,76,56,20,146,82,64,6,6,0,54,40,14,0,0,0,166,152,14,38,38,0,50,50,0,0,0,0,0,0,0,6,6,0,20,14,6,0,0,0,52,30,22,352,166,186
B0104,`33,`626,District - Ramanathapuram,Total,15-19,17098,11288,5810,3844,2071,1773,3794,2157,1637,2002,1876,126,98,34,64,608,252,356,1252,694,558,6,6,0,864,792,72,2,2,0,1636,1476,160,406,394,12,322,296,26,6,0,6,56,32,24,30,18,12,66,50,16,126,24,102,162,90,72,1818,1024,794
B0104,`33,`626,District - Ramanathapuram,Total,20-24,42881,29391,13490,10625,5689,4936,9058,5002,4056,4254,4014,240,114,68,46,1124,488,636,2078,1532,546,62,60,2,2210,2066,144,6,6,0,4264,3940,324,1796,1746,50,1018,986,32,10,10,0,392,328,64,314,262,52,526,394,132,1516,380,1136,412,180,232,3102,2240,862
B0104,`33,`626,District - Ramanathapuram,Total,25-29,63051,44047,19004,16648,9308,7340,12939,6979,5960,6108,5450,658,190,88,102,1648,858,790,2438,1906,532,82,82,0,3282,3086,196,12,12,0,6456,6170,286,2300,2258,42,1520,1474,46,8,8,0,506,470,36,482,436,46,926,736,190,2420,934,1486,498,206,292,4588,3586,1002
B0104,`33,`626,District - Ramanathapuram,Total,30-34,62199,43869,18330,17530,10703,6827,12615,6960,5655,5592,5102,490,120,82,38,1718,792,926,2190,1682,508,202,192,10,3208,2880,328,8,6,2,6320,5902,418,2472,2426,46,1490,1428,62,0,0,0,310,294,16,542,490,52,1366,1056,310,2352,950,1402,410,176,234,3754,2748,1006
B0104,`33,`626,District - Ramanathapuram,Total,35-39,65025,44212,20813,18555,10814,7741,13410,6970,6440,5992,5334,658,168,32,136,1740,858,882,2784,2040,744,224,212,12,3126,2626,500,12,12,0,6480,6034,446,2234,2200,34,1600,1472,128,6,6,0,218,194,24,688,592,96,1454,1212,242,2738,1076,1662,488,208,280,3108,2320,788
B0104,`33,`626,District - Ramanathapuram,Total,40-49,108505,74119,34386,32939,19508,13431,22536,12229,10307,10096,9024,1072,260,130,130,3488,1918,1570,4254,3346,908,370,338,32,4854,4076,778,12,6,6,9606,8762,844,3070,2984,86,2576,2286,290,12,12,0,310,296,14,974,886,88,3108,2678,430,4136,1668,2468,832,378,454,5072,3594,1478
B0104,`33,`626,District - Ramanathapuram,Total,50-59,71257,47865,23392,25427,15403,10024,15308,8052,7256,6144,5536,608,166,98,68,2106,1182,924,2480,2012,468,200,190,10,2128,1778,350,0,0,0,5460,4920,540,1440,1402,38,1586,1408,178,0,0,0,138,136,2,638,624,14,1902,1662,240,2534,1004,1530,572,288,284,3028,2170,858
B0104,`33,`626,District - Ramanathapuram,Total,60-69,40566,27942,12624,17447,11618,5829,10261,5884,4377,2552,2284,268,26,12,14,1360,842,518,1062,886,176,48,48,0,956,790,166,0,0,0,2780,2474,306,248,244,4,612,548,64,0,0,0,44,42,2,134,134,0,296,266,30,304,174,130,386,234,152,2050,1462,588
B0104,`33,`626,District - Ramanathapuram,Total,70-79,10932,8057,2875,4936,3627,1309,2610,1678,932,746,660,86,32,26,6,388,222,166,246,198,48,0,0,0,234,198,36,0,0,0,604,546,58,110,110,0,150,126,24,0,0,0,0,0,0,38,38,0,88,86,2,84,66,18,92,40,52,574,436,138
B0104,`33,`626,District - Ramanathapuram,Total,80+,2144,1522,622,966,682,284,456,294,162,130,118,12,0,0,0,92,44,48,18,14,4,0,0,0,70,60,10,0,0,0,134,110,24,36,36,0,22,12,10,0,0,0,0,0,0,6,6,0,32,30,2,8,0,8,32,18,14,142,98,44
B0104,`33,`626,District - Ramanathapuram,Total,Age not stated,590,463,127,129,100,29,67,39,28,36,22,14,0,0,0,42,26,16,14,12,2,0,0,0,48,48,0,0,0,0,30,26,4,22,14,8,12,12,0,0,0,0,6,6,0,2,2,0,14,14,0,8,0,8,18,6,12,142,136,6
B0104,`33,`626,District - Ramanathapuram,Rural,Total,362796,232103,130693,145755,86714,59041,98339,52769,45570,29654,26572,3082,1116,528,588,7078,3256,3822,8886,6098,2788,574,548,26,11232,9814,1418,26,26,0,17276,15582,1694,7038,6894,144,5220,4818,402,34,34,0,674,600,74,1398,1258,140,3854,3144,710,7842,2718,5124,2870,1374,1496,13930,9356,4574
B0104,`33,`626,District - Ramanathapuram,Rural,`5-9,661,377,284,288,171,117,127,56,71,34,34,0,0,0,0,10,2,8,2,0,2,0,0,0,14,14,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,16,22,140,76,64
B0104,`33,`626,District - Ramanathapuram,Rural,`10-14,1759,1132,627,608,334,274,385,224,161,190,190,0,16,2,14,54,44,10,120,64,56,6,6,0,40,26,14,0,0,0,82,82,0,20,20,0,26,26,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,44,24,20,162,84,78
B0104,`33,`626,District - Ramanathapuram,Rural,15-19,13389,8431,4958,3780,2028,1752,3619,2033,1586,1434,1328,106,86,34,52,334,130,204,878,420,458,0,0,0,530,484,46,2,2,0,942,880,62,198,192,6,218,192,26,0,0,0,20,14,6,12,6,6,44,32,12,98,24,74,118,58,60,1076,574,502
B0104,`33,`626,District - Ramanathapuram,Rural,20-24,33084,21380,11704,10437,5545,4892,8691,4723,3968,3046,2874,172,112,68,44,576,240,336,1312,924,388,50,48,2,1396,1292,104,6,6,0,2108,1940,168,1202,1178,24,558,548,10,10,10,0,166,126,40,110,78,32,342,246,96,904,174,730,328,148,180,1730,1212,518
